股票代码,公司中文全称,公司英文全称,CSRC行业分类,GICS行业分类,公司注册地
600531,河南豫光金铅股份有限公司,"HENAN YUGUANG GOLD&LEAD CO.,LTD",C67,151040,河南省济源市荆梁南街1号
600532,山东华阳科技股份有限公司,"SHANDONG HUAYANG TECHNOLOGY CO., LTD.",C43,151010,山东省宁阳县磁窑镇
600533,南京栖霞建设股份有限公司,"Nanjing Chixia Development Co., Ltd.",J01,404030,南京市栖霞区和燕路251号
600535,天津天士力制药股份有限公司,"TIANJIN TASLY PHARMACEUTICAL CO., LTD.",C81,352020,天津市北辰科技园区
600536,中软网络技术股份有限公司,CHINASOFT NETWORK TECHNOLOGY COMPANY LIMITED,G87,451030,北京市昌平区昌盛路18号
600537,海通食品集团股份有限公司,"Haitong Food Group CO.,LTD.",C01,302020,浙江省慈溪市海通路528号
600538,北海国发海洋生物产业股份有限公司,"BEIHAI GOFAR MARINE BIOLOGICAL INDUSTRY C0.,LTD.",C85,151010,广西壮族自治区北海市北京路西侧9号
600539,太原狮头水泥股份有限公司,"TAIYUAN LION-HEAD CEMENT CO.,LTD.",C61,151020,山西省太原市万柏林区开城街1号
600540,新疆赛里木现代农业股份有限公司,"XINJIANG SAYRAM MODERN AGRICULTURE CO.,LTD.",A01,302020,新疆博乐市红星路158号
600543,甘肃莫高实业发展股份有限公司,"GANSU MOGAO INDUSTRIAL DEVELOPMENT CO.,LTD.",C01,302020,兰州市城关区高新技术产业开发区一号园区
600545,新疆城建股份有限公司,"XINJIANG URBAN CONSTRUCTION CO., LTD",E01,404030,乌鲁木齐市红山路51号
600546,中油吉林化建工程股份有限公司,"CHINA PETROLEUM JILIN CHEMICAL ENGINEERING&CONSTRUCTION CO.,LTD.",E01,201030,吉林市龙潭区遵义东路31号
600547,山东黄金矿业股份有限公司,"SHANDONG GOLD-MINING CO.,LTD.",B07,151040,山东省济南市解放路16号
600548,深圳高速公路股份有限公司,SHENZHEN EXPRESSWAY COMPANY LIMITED,F11,203050,深圳市滨河路北5022号联合广场A座19楼1901－1913号
600549,厦门钨业股份有限公司,"Xiamen Tungsten Co.,Ltd.",C67,151040,厦门市海沧区柯井社
600550,保定天威保变电气股份有限公司,"BAODING TIANWEI BAOBIAN ELECTRIC CO.,LTD",C76,201040,河北省保定国家高新技术产业开发区竞秀街28号
600551,科大创新股份有限公司,"USTC CHUANGXIN Co.,Ltd.",C57,452030,合肥市长江西路669 号
600552,安徽方兴科技股份有限公司,"ANHUI FANGXING SCIENCE&TECHNOLOGY CO.,LTD",C6120,151020,安徽省蚌埠市涂山路767号
600553,河北太行水泥股份有限公司,"HEBEI TAIHANG CEMENT CO.,LTD.",C61,151020,河北省邯郸市峰峰矿区建国路2号
600555,上海茉织华股份有限公司,"SHANGHAI MATSUOKA CO.,LTD.",C13,252030,上海市南京西路1266号恒隆广场65—66楼
600556,广西北生药业股份有限公司,"GUANGXI BEISHENG PHARMACEUTICAL CO.,LTD.",C85,352010,广西北海市北海大道168号
600557,江苏康缘药业股份有限公司,"JIANGSU KANION PHARMACEUTICAL CO.,LTD.",C81,352020,江苏省连云港市新浦区海昌南路58号
600558,四川大西洋焊接材料股份有限公司,SICHUAN  ATLANGIC  WELDING  CONSUMABLE  CO.，LTD,C69,201060,四川省自贡市大安区马冲口街2号
600559,河北裕丰实业股份有限公司,"HEBEI YUFENG INDUSTRY CO., LTD.",C05,302010,河北省衡水市人民东路39号
600560,北京金自天正智能控制股份有限公司,Beijing AriTime Intelligent Control Co.Ltd.,C7350,201060,北京市丰台科学城富丰路6号
600561,江西长运股份有限公司,"JIANGXI CHANGYUN CO.,LTD.",F03,203040,南昌市广场南路118 号
600562,江苏高淳陶瓷股份有限公司,"JIANGSU GAOCHUN CERAMICES CO.,LTD.",C61,252010,江苏省高淳县固城镇
600563,厦门法拉电子股份有限公司,"XIAMEN FARATRONIC CO.,LTD.",C51,452030,厦门市金桥路101号
600565,重庆市迪马实业股份有限公司,"CHONGQING DIMA INDUSTRY CO., LTD",C75,251020,重庆市南岸区白鹤路108 号
600566,湖北洪城通用机械股份有限公司,"HUBEI HONGCHENG GENERAL MACHINERY CO.,LTD.",C71,201060,湖北省荆州市洪门路3号
600567,安徽山鹰纸业股份有限公司,"AN HUI SHAN YING PAPER INDUSTRY CO., LTD.",C31,151050,安徽省马鞍山市勤俭路3号
600568,湖北潜江制药股份有限公司,"HUBEI QINJIANG PHARMACEUTICAL CO.,LTD",C81,352020,湖北省潜江市章华南路特1号
600569,安阳钢铁股份有限公司,AnYang Iron& Steel Inc.,C65,151040,河南省安阳市铁西区梅元庄
600570,杭州恒生电子股份有限公司,"Handsome Electronics Co.,ltd.",G87,451030,浙江省杭州市文三路259号昌地火炬大厦
600571,杭州信雅达系统工程股份有限公司,"HANGZHOU SUNYARD SYSTEM ENGINEERING CO.,LTD.",G87,451030,杭州市文三路252号伟星大厦6楼
600572,浙江康恩贝制药股份有限公司,"ZHEJIANG CONBA PHARMACEUTICAL CO.,LTD.",C81,352020,浙江省兰溪市丹溪大道151 号
600573,福建省惠泉啤酒集团股份有限公司,HUIQUAN BREWAGE GROUP INC. FUJIAN CHINA,C05,302010,福建省惠安县螺城镇建设大街157号
600575,芜湖港储运股份有限公司,"WUHU PORT STORAGE&TRANSPORTATION CO.,LTD",F11,203050,芜湖经济技术开发区内
600576,无锡庆丰股份有限公司,"WUXI QINGFENG CO., LTD.",C11,404030,无锡新区长江路34号地块科技创业园四区一楼101号
600577,铜陵精达特种电磁线股份有限公司,"TONGLING JINGDA SPECIAL MAGNET WIRE CO., LTD.",C76,201040,安徽省铜陵市芜铜路（经济技术开发区内）
600578,北京京能热电股份有限公司,"BEIJING JINGNENG THERMAL POWER CO.,LTD.",D01,551010,北京市石景山区广宁路10号
600579,青岛黄海橡胶股份有限公司,QINGDAO YELLOW SEA RUBBER COMPANY LIMITED,C48,251010,山东省青岛市李沧区沧安路1号
600580,浙江卧龙科技股份有限公司,"ZHEJIANG WOLONG HI-TECH CO., LTD.",C7601,201060,浙江省上虞市经济开发区
600581,新疆八一钢铁股份有限公司,"Xinjiang Ba Yi Iron & Steel Co.,Ltd.",C65,151040,新疆乌鲁木齐市头屯河区新钢路
600582,天地科技股份有限公司,"TIAN DI Science & Technology Co., Ltd",C73,201060,北京市朝阳区将台路2号北京爱都大厦
600583,海洋石油工程股份有限公司,"offshore 0il Engineering co., Ltd.",B03,101010,天津市塘沽区河北路4-396号
600584,江苏长电科技股份有限公司,"Jiangsu Changjiang Electronics Technology Co., Ltd.",C51,452030,江苏省江阴市滨江中路275 号
600585,安徽海螺水泥股份有限公司,ANHUI CONCH CEMENT COMPANY LIMITED,C61,151020,安徽省芜湖市人民路209号
600586,山东金晶科技股份有限公司,"Shandong Jinjing Science & Technology Stock Co.,Ltd",C6120,201020,山东淄博市高新技术开发区宝石镇王庄
600587,山东新华医疗器械股份有限公司,"SHINVA  MEDICAL INSTRUMENT CO.,LTD.",C73,351010,淄博高新技术产业开发区新华医疗科技园
600588,北京用友软件股份有限公司,UFIDA Software Co. Ltd.,G87,451030,北京市海淀区上地信息产业基地开拓路15号
600589,广东榕泰实业股份有限公司,"GUANGDONG RONGTAI INDUSTRY CO.,LTD.",C61,151010,广东省揭阳市榕城区新兴东二路1号
600590,泰豪科技股份有限公司,"TSINGHUA  TELLHOW  SCI-TECH  CO., LTD.",C76,201040,南昌高新开发区清华泰豪大楼
600591,上海航空股份有限公司,Shanghai Airlines Company Limited,F09,203020,上海市浦东国际机场内机场大道100号
600592,福建龙溪轴承股份有限公司,"FUJIAN LONGXI BEARING CO., LTD",C71,201060,福建省漳州市延安北路
600593,大连圣亚海洋世界股份有限公司,"DALIAN SHENGYA TOURISM HOLDING CO.,LTD",K34,253010,中国大连市沙河口区中山路608－6号－8号
600594,贵州益佰制药股份有限公司,"GUIZHOU YIBAI PHARMACEUTICAL CO.,LTD.",C81,352020,贵州省贵阳市白云大道220-1号
600595,河南中孚实业股份有限公司,"Henan Zhongfu Industry Co., Ltd",C67,151040,河南省巩义市新华路31号
600596,浙江新安化工集团股份有限公司,"ZHEJIANG XINAN CHEMICAL INDUSTRIAL GROUP CO.,LTD.",C43,151010,浙江省建德市新安江白沙路93 号
600597,上海光明乳业股份有限公司,"SHANGHAI BRIGHT DAIRY & FOOD CO.,LTD.",C01,302020,上海市吴中路578号
600598,黑龙江北大荒农业股份有限公司,Heilongjiang Agriculture Company Limited,A01,302020,哈尔滨市香坊区红旗大街175号
600599,湖南浏阳花炮股份有限公司,"HUNAN LIUYANG FIREWORKS CO.,LTD.",C43,151010,浏阳市金沙北路369号
600600,青岛啤酒股份有限公司,TSINGTAO BREWERY COMPANY LIMITED,C05,302010,山东省青岛市登州路56号
600601,上海方正延中科技集团股份有限公司,Founder Technology Group Corp.,G83,452020,上海市南京西路1515号嘉里中心九楼
600602,上海广电电子股份有限公司,"SVAELECTRONCO.,LTD",C51,452030,上海市浦东新区张江高科技园区张衡路200号1号楼2楼
600603,上海兴业房产股份有限公司,"SHANGHAI XINGYE HOUSING CO.,LTD.",J01,404030,上海市四川南路38号
600604,上海二纺机股份有限公司,"SHANGHAI ERFANGJI CO.,LTD.",C73,201060,上海市场中路687号
600605,上海轻工机械股份有限公司,"SHANGHAI LIGHT INDUSTRY MACHINERY CO., LTD.",C71,201070,上海市康桥路1100 号370 室
600606,上海金丰投资股份有限公司,"SHANGHAI JINFENG INVESTMENT CO.,LTD.",J01,404030,上海市浦东新区松林路111号
600607,上海实业联合集团股份有限公司,"SHANGHAI INDUSTRIAL UNITED HOLDINGS CO.,LTD.",C81,352020,上海市浦东新区郭守敬路351号海泰楼2号628室
600608,上海宽频科技股份有限公司,"SHANGHAI BROADBAND TECHNOLOGY CO.,LTD.",G,452010,上海浦东新区银城东路139号4楼
600609,金杯汽车股份有限公司,SHENYANGJINBEIAUTOMOTIVECOMPANYLIMITED,C75,251020,辽宁省沈阳市沈河区万柳塘路38号
600610,中国纺织机械股份有限公司,"CHINA TEXTILE MACHINERY CO.,LTD.",C73,201060,上海市长阳路1687号
600611,大众交通(集团)股份有限公司,"DAZHONGTRANSPORTION（GROUP） CO.,LTD.",K01,203040,上海市中山西路1515号11楼
600612,中国第一铅笔股份有限公司,"CHINA FIRST PENCIL CO.,LTD.",C99,252030,上海市浦东金桥出口加工区川桥路1295号
600613,上海永生数据科技股份有限公司,"Shanghai Wingsung Data Technology Co.,ltd.",L20,352020,上海市浦东新区上川路995号
600614,上海胶带股份有限公司,"SHANGHAI SANJIU TECHNOLOGY DEVELOPMENT CO.,LTD",C48,404030,海浦东航津路1929号
600615,上海丰华（集团）股份有限公司,"SHANGHAI FENGHWA GROUP CO.,LTD",C43,202010,上海市浦东新区东方路3601号
600616,上海市第一食品商店股份有限公司,SHANGHAI FIRST PROVISIONS COMPANY LIMITED,H11,301010,上海市浦东新区张杨路579号（三鑫大厦内）
600617,上海联华合纤股份有限公司,"SHANGHAI LIANHUA FIBER CO.,LTD.",C47,151010,上海市浦东新区恒大路62号
600618,上海氯碱化工股份有限公司,"SHANGHAI CHLOR-ALKALI CHEMICAL CO.,LTD.",C43,151010,上海市龙吴路4747号
600619,上海海立（集团）股份有限公司,"SHANGHAI HIGHLY (GROUP)CO.,LTD.",C76,201060,上海市浦东新区金桥出口加工区26号地块
600620,上海市天宸股份有限公司,"SHANGHAI TIANCHEN CO.,LTD.",M,404030,上海市南汇区康桥康士路17号
600621,上海金陵股份有限公司,SHANGHAI JINLING CO. LTD.,G85,452010,上海市浦东杨高南路475号
600622,上海嘉宝实业（集团）股份有限公司,SHANGHAI JIABAO INDUSTRY & COMMERCE (GROUP) CO. LTD.,M,201050,上海市嘉定区清河路55号6-7F
600623,上海轮胎橡胶(集团)股份有限公司,"SHANGHAI TYRE & RUBBER CO.,LTD.",C48,251010,上海市闵行区江川路1251号605室
600624,上海复旦复华科技股份有限公司,"Shanghai FudanForward Science & Technology Co., Ltd.",M,201040,上海市浦东金张路1167号
600626,上海申达股份有限公司,"SHANGHAI SHENDA CO.,LTD.",C11,255010,上海市浦东新区洪山路176号118室
600627,上海电器股份有限公司,"Shanghai Power Transmission & Dustribution Co.,Ltd.",C76,201040,上海市东方路428号
600628,上海新世界股份有限公司,SHANGHAI NEW WORLD CO. LTD.,H11,255030,上海市南京西路2-68号
600629,上海棱光实业股份有限公司,SHANGHAI LENGGUANG INDUSTRIAL CO. LTD.,C61,151020,NA
600630,上海龙头（集团）股份有限公司,SHANGHAI DRAGON CORPORATION,C11,252030,上海市张江高科技园区张衡路200号
600631,上海市第一百货商店股份有限公司,"Shanghai Bailian Group Co.,Ltd.",H11,255030,中国上海市浦东南路1111号
600632,上海华联商厦股份有限公司,"SHANGHAI HUALIAN CO.,LTD.",H11,255030,上海市浦东新区张杨路655号
600633,上海白猫股份有限公司,SHANGHAI WHITECAT SHAREHOLDING CO. LTD,C4370,303010,上海市常德路774号
600634,上海海鸟企业发展股份有限公司,SHANGHAI HAINIAO ENTERPRISE DEVELOPMENT CO. LTD.,J01,404030,上海市余姚路317号
600635,上海大众科技创业(集团)股份有限公司,"Shanghai DaZhong Public Utilities (Group) Co.,Ltd",M,551020,上海浦东商城路518号24楼
600636,上海三爱富新材料股份有限公司,"SHANGHAI 3F NEW MATERIALS CO.,LTD.",C43,151010,上海市闵行区龙吴路4411 号
600637,上海广电信息产业股份有限公司,SVAInformationIndustryCo．，Ltd.,C55,252010,上海市田林路140号
600638,上海新黄浦置业股份有限公司,"SHANGHAI NEW HUANG PU REAL ESTATE CO.,LTD.",J01,404030,上海市北京东路668 号西楼32 层
600639,上海市金桥出口加工区开发股份有限公司,"SHANGHAI JINQIAO EXPORT PROCESSING ZONE DEVELOPMENT CO.,LTD.",J01,404030,上海市浦东新金桥路28号
600640,联通国脉通信股份有限公司,"China Satcom Guomai Communications Co.,Ltd.",G8501,452010,浦东新区张江高科技园区郭守敬路498号10号楼
600641,中远发展股份有限公司,"COSCO DEVELOPMENT CO.,LTD",J01,404030,上海市浦东南路2161号
600642,申能股份有限公司,SHENERGY CO. LTD.,D01,551010,上海市浦东银城东路139 号1010 室
600643,上海爱建股份有限公司,SHANGHAI AJ CORPORATION,I31,404030,上海市浦东外高桥保税区泰谷路168号
600644,乐山电力股份有限公司,"LESHAN ELECTRIC POWER CO.,LTD.",D01,551010,四川省乐山市市中区嘉定北路46号
600645,上海望春花（集团）股份有限公司,SHANGHAI MET(GROUP) CORPORATION,C11,352010,上海市北翟路1168号
600647,上海同达创业投资股份有限公司,"SHANGHAI TONGDA VENTURE CAPITAL CO., LTD.",M,255010,上海市浦东新区金新路58号银桥大厦二十五楼
600648,上海市外高桥保税区开发股份有限公司,"SHANGHAI WAI GAOQIAO FREE TRADE ZONE DEVELOPMENT CO.,LTD.",J01,404030,上海市浦东杨高北路889号
600649,上海市原水股份有限公司,"SHANGHAI MUNICIPAL RAW WATER CO.,LTD.",D05,551040,上海市浦东新区北艾路1540号
600650,上海新锦江股份有限公司,"Shanghai JinJiang International Industrial Investment Co.,Ltd.",K32,203040,上海市浦东大道1号
600651,上海飞乐音响股份有限公司,"FEILO ACOUSTICS CO., LTD. SHANGHAI",M,201050,上海市胶州路397号4楼
600652,上海爱使股份有限公司,"SHANGHAI ACE CO.,LTD.",M,600508,上海市石门二路333弄3号振安广场6楼
600653,上海申华控股股份有限公司,"Shanghai Shenhua Holdings Co., Ltd.",M,255010,上海市宁波路一号
600654,上海飞乐股份有限公司,SHANGHAI FEILO CO. LTD.,G81,252010,上海市浦东新区新金桥路201号
600655,上海豫园旅游商城股份有限公司,"SHANGHAI YUYUAN TOURIST MART CO.,LTD.",H11,255040,中国上海市文昌路19号
600656,上海华源制药股份有限公司,"SHANGHAI W0RLDBEST PHARMACEUTICAL C0.,LTD.",C43,352020,上海市浦东新区张江高科技园区郭守敬路351号
600657,北京天桥北大青鸟科技股份有限公司,"BEIJING TIANQIAO BEIDA JADE BIRD SCI-TECH CO.,LTD.",G87,404030,北京市崇文区永内大街1号
600658,北京兆维科技股份有限公司,BEIJING C＆W TECHNOLOGY CO.， LTD.,G81,452010,北京市朝阳区酒仙桥路14号
600659,福建省神龙发展股份有限公司,"FU JIAN shenlong development co.,LTD",M,255010,福建省福州市省府路一号金皇大厦十七层
600660,福耀玻璃工业集团股份有限公司,"FUYAO GROUP GLASS INDUSTRIES CO.,LTD.",C61,251010,福建省福清市融侨经济技术开发区
600661,上海交大南洋股份有限公司,"SHANGHAI JIAODA NAN YANG CO.,LTD.",M,202010,上海浦东金桥纬七路17号地块衫达大厦
600662,上海强生控股股份有限公司,"Shanghai Qiangsheng Holding Co.,Ltd.",K01,203040,浦东新区浦建路145 号
600663,上海陆家嘴金融贸易区开发股份有限公司,"SHANGHAI LUJIAZUI FINANCE & TRADE ZONE DEVLOPMENT CO.,LTD.",J01,404030,中国上海市浦东大道981号
600664,哈药集团股份有限公司,"HARBIN PHARMACEUTICAL GROUP CO.,LTD.",C81,352020,哈尔滨市南岗区昆仑商城隆顺街2号
600665,上海沪昌特殊钢股份有限公司,"TUNEFULHOME Co., Ltd",J01,404030,上海市张扬路500号华润时代广场办公楼10层
600666,西南药业股份有限公司,"SOUTHWEST PHARMACEUTICAL CO.,LTD.",C81,352020,重庆市沙坪坝区天星桥21号
600667,无锡市太极实业股份有限公司,"WUXI TAIJI INDUSTRY CO.,LTD.",C47,201060,江苏省无锡市下甸桥南堍
600668,浙江尖峰集团股份有限公司,"ZHEJIANG JIANFENG GROUP CO.,LTD.",C61,151020,浙江省金华市婺江东路88号
600670,长春高斯达生物科技集团股份有限公司,"Changchun Goldenstar Biotech Group Co., Ltd.",M,NA,长春市红旗街1768号1603室
600671,杭州天目山药业股份有限公司,"HANGZHOU TIAN-MU-SHAN PHARMACEUTICAL ENTERPRISE CO.,LTD.",C81,352020,浙江省临安县锦城镇安阁弄3号
600672,广东华圣科技股份有限公司,"GUANGDONG HUASHENG SCIENCE-TECHNOLOGY INVESTMENT CO.,LTD.",A01,302020,深圳市福田区滨河大道5022号联合广场22楼2205室
600673,成都量具刃具股份有限公司,"CHENGDU YANGZHIGUANG INDUSTRIAL CO.,LTD",C78,151040,四川省成都市二环路东一段14号
600674,四川川投控股股份有限公司,"SICHUAN CHUANTOU ENERGY CO.,LTD.",D0101,551010,四川省成都市武侯区龙江路11号
600675,中华企业股份有限公司,CHINA ENTERPRISE STOCK COMPANY LTD.,J01,404030,上海市浦东大道1700弄17号
600676,上海交运股份有限公司,"SHANGHAI JIAO YUN CO.,LTD.",C75,251010,上海市浦东新区浦东南路2304号
600677,航天通信控股集团股份有限公司,NA,C11,252030,浙江省杭州市解放路138号
600678,四川金顶(集团)股份有限公司,"SICHUAN GOLDEN SUMMIT (GROUP) JOINT-STOCK CO.,LTD.",C61,151020,四川省峨眉山市乐都镇
600679,凤凰股份有限公司,"PHOENIX  CO.,  LTD",C75,252020,中国上海市宝山区杨泰路189 号
600680,上海邮电通信设备股份有限公司,"SHANGHAI POSTS & TELECOMMUNICATIONS EQUIPMENT CO.,LTD.",G81,452010,上海市宜山路700号
600681,武汉万鸿集团股份有限公司,NA,L99,201050,NA
600682,南京新街口百货商店股份有限公司,"NANJING XINJIEKOU DEPARTMENT STORE CO.,LTD.",H11,255030,江苏省南京市中山南路3号
600683,银泰控股股份有限公司,"SILVERTIE HOLDING CO.,LTD",H11,255030,浙江省宁波市中山东路238号
600684,广州珠江实业开发股份有限公司,"GUANGZHOU PEARL RIVER INDUSTRIAL DEVELOPMENT CO.,LTD.",J01,404030,广州市环市东路362-366号好世界广场30楼
600685,广州广船国际股份有限公司,"GUANGZHOU SHIPYARD INTERNATIONAL CO.,LTD.",C75,201060,广东省广州市芳村大道南40号
600686,厦门汽车股份有限公司,"Xiamen King Long Motor Co.,Ltd.",C75,251020,厦门市厦禾路820号帝豪大厦27-28层
600687,厦门新宇软件股份有限公司,"Zhejiang HSD Industrial Co.,Ltd.",G87,451030,浙江省德清县武康镇英溪北路2号
600688,中国石化上海石油化工股份有限公司,SINOPEC SHANGHAI PETROCHEMICAL COMPANY LIMITED,C41,151010,上海市、金山区金一路48号
600689,上海三毛纺织股份有限公司,"SHANGHAI SANMAO ENTERPRISE（GROUP）CO.,LTD.",C13,252030,浦东大道1476号
600690,青岛海尔股份有限公司,"QINGDAO HAIER CO.,LTD.",C76,252010,青岛市崂山区海尔工业园内
600691,东新电碳股份有限公司,"SICHUAN LINFENG HOLDING STOCK CO.,LTD",C65,151010,四川省自贡市自流井区东光路桌子山22号
600692,上海亚通股份有限公司,"SHANG HAI YA TONG CO.,LTD.",F07,203030,上海崇明八一路1号
600693,福建东百集团股份有限公司,"FUJIAN DONGBAI（GROUP）CO.,LTD",H11,255030,福建省福州市八一七北路84号东百大厦18层
600694,大商集团股份有限公司,"DASHANG GROUP CO.,LTD",H11,255030,大连市中山区青三街1号
600695,上海大江(集团)股份有限公司,"SHANGHAI DAJIANG (GROUP) STOCK CO.,LTD.",C01,302020,上海市松江区谷阳南路26号
600696,利嘉(福建)股份有限公司,LINCA（SHANGHAI）LTD.,J01,404030,上海市海宁路358号国际商厦五层
600697,长春欧亚集团股份有限公司,"CHANG CHUN EURASIA GROUP CO.,LTD.",H11,255030,吉林省长春市工农大路1128号
600698,济南轻骑摩托车股份有限公司,"JINAN QINGQI MOTORCYCLE CO.,LTD",C75,251020,山东省济南市历下区和平路34号
600699,辽源得亨股份有限公司,"LIAOYUAN DEHENG CO.,LTD.",C47,151010,吉林省辽源市福兴路3号
600700,陕西煤航数码测绘（集团）股份有限公司,SHANXI MEIHANG DIGITAL SURVEYING (GROUP)CO .，LTD,M,202010,陕西省西安市南新街28号
600701,哈尔滨工大高新技术产业开发股份有限公司,"HARBIN GONG DA HIGH-TECH ENTERPRISE DEVELOPMENT CO.,LTD.",M,201050,哈尔滨市南岗区护军街40号
600702,四川沱牌曲酒股份有限公司,"TUOPAI YEAST LIQUOR CO.,LTD. SICHUAN",C05,302010,四川省射洪县柳树镇中街149号
600703,湖北天颐科技股份有限公司,"HUBEI TIANYI SCIENCE& TECHNOLOGY CO.,LTD.",C43,453010,湖北省荆州市沙市区高新技术开发区三湾路1号
600704,浙江中大集团股份有限公司,"ZHEJIANG ZHONGDA GROUP CO., LTD.",H21,255010,浙江省杭州市中大广场A座
600705,北亚实业(集团)股份有限公司,"BEIYA INDUSTRIAL(GROUP) CO.,LTD.",M,203040,中国黑龙江省哈尔滨市南岗区衡山路30号
600706,长安信息产业(集团)股份有限公司,"CHANG AN INFORMATION INDUSTRY (GROUP)CO.,LTD.",G85,201050,陕西省西安市友谊东路41号
600707,彩虹显示器件股份有限公司,"IRICO DISPLAY DEVICES CO.,LTD.",C55,452030,陕西省西安高新技术产业开发区西区
600708,上海东海股份有限公司,"SHANGHAI HAIBO CO.,LTD",M,203040,上海市张杨路838号25楼A座
600709,湖北江湖生态农业股份有限公司,"HUBEI JIANGHU ECOLOGY CO.,LTD.",A01,NA,湖北省洪湖市瞿家湾镇
600710,常林股份有限公司,CHANGLIN COMPANY LINMTED,C73,201060,江苏省常州市新北区华山中路36号
600711,厦门雄震集团股份有限公司,"XIAMEN EAGLE GROUP CO.,LTD",M,255010,厦门市厦禾路189号银行中心17楼6-8单元
600712,南宁百货大楼股份有限公司,"NAN NING DEPARTMENT STORE CO.,LTD.",H11,255030,广西南宁市朝阳路39-41，45号
600713,南京医药股份有限公司,NANJING MEDICAL COMPANY LIMITED,C81,301010,南京市经济技术开发区（中山东路486号）
600714,青海山川铁合金股份有限公司,"Qinghai Shanchuan Miners Development Co., Ltd",C65,151010,青海省西宁市朝阳西路112号
600715,松辽汽车股份有限公司,"SongLiao Automotive Co., Ltd",C75,251020,沈阳市苏家屯区白松路22号
600716,秦皇岛耀华玻璃股份有限公司,"QINHUANGDAO YAOHUA GLASS CO.,LTD.",C61,201020,河北省秦皇岛市西港路
600717,天津港(集团)股份有限公司,"TIANJIN PORT CO.,LTD.",F21,203050,天津市塘沽区新港二号路卡子门内
600718,沈阳东软软件股份有限公司,"Shenyang Neusoft Co.,Ltd.",G87,451030,辽宁省沈阳市和平区文化路3号巷11号
600719,大连热电股份有限公司,"DALIAN THERMAL POWER CO.,LTD.",D01,551010,辽宁省大连市河口区香周路210号
600720,甘肃祁连山水泥股份有限公司,"GANSU QILIANSHAN CEMENT GROUP Co.,Ltd.",C61,151020,甘肃省兰州市城关区酒泉路
600721,新疆百花村股份有限公司,"XINJIANG BAI HUACUN CO.,LTD.",H11,253010,新疆乌鲁木齐中山路141号
600722,沧州化学工业股份有限公司,"CANG ZHOU CHEMICAL INDUSTRIAL CO.,LTD.",C43,151010,河北省沧州市南环中路18号
600723,北京市西单商场股份有限公司,BEIJING XIDAN MARKET COMPANY LIMITED（BJXMCO.LTD）,H11,255030,北京市西城区西单北大街120号
600724,宁波富达股份有限公司,NA,C76,201050,NA
600725,云南云维股份有限公司,"YUNNAN YUNWEI CO.,LTD.",C43,151010,云南省曲靖市沾益县花山镇
600726,黑龙江电力股份有限公司,HEILONGJIANG ELECTRIC POWER COMPANY LIMITED,D01,551010,黑龙江省哈尔滨市南岗区高新技术开发区19号楼B座
600727,山东鲁北化工股份有限公司,"SHANDONG LUBEI CHEMICAL CO.,LTD",C43,151010,山东省无棣县马山子镇
600728,新太科技股份有限公司,"SUNTEK TECHNOLOGY CO.,LTD.",G87,451020,广州市天河高新技术产业开发区工业园建中路51－53号
600729,重庆百货大楼股份有限公司,"CHONGQING DEPARTMENT STORE CO.,LTD.",H11,255030,重庆市渝中区民权路2号
600730,中国高科集团股份有限公司,"CHINA HI-TECH GROUP CO.,LTD.",M,201070,上海市浦东新区金港路501号
600731,湖南海利化工股份有限公司,"HUNAN HAILI CHEMICAL INDUSTRY CO.,LTD.",C43,151010,湖南省长沙市芙蓉中路二段251号
600732,上海港机股份有限公司,"Shanghai Port Machinery Co., Ltd",J01,404030,上海市浦东南路3500号
600733,成都前锋电子股份有限公司,"CHENGDU QIANFENG ELECTRONICS CO.,LTD.",G81,404030,成都市人民南路四段1号
600734,福建实达电脑集团股份有限公司,"FUJIAN START COMPUTER GROUP CO.,LTD.",G83,452020,福州市经济技术开发区科技工业区A 小区C 号楼
600735,山东兰陵陈香酒业股份有限公司,SHANDONG LANLING CHENXIANG JIUYE CO.LTD,C05,302010,山东省临沂市罗庄区双月路153号
600736,苏州新区高新技术产业股份有限公司,SUZHOU NEW DISTRICT HI-TECH INDUSTRIAL CO.，LTD,J01,404030,江苏省苏州市新区运河路8号
600737,新疆屯河投资股份有限公司,"XINJIANG TUNHE INVESTMENT CO.,LTD.",C01,302020,新疆昌吉市河滩北路8号
600738,兰州民百（集团）股份有限公司,"LANZHOU MINBAI SHAREHOLDING(GROUP) CO.,LTD.",H11,255030,兰州市城关区中山路120号
600739,辽宁成大股份有限公司,"LIAONING CHENGDA CO.,LTD.",H21,255010,大连市人民路71号
600740,山西焦化股份有限公司,"SHANXI COKING CO.,LTD.",C41,101020,山西省洪洞县广胜寺镇
600741,上海巴士实业(集团)股份有限公司,"SHANGHAI BASHI INDUSTRIAL CO.,LTD.",K01,203040,上海市浦东南路500号
600742,长春一汽四环汽车股份有限公司,"CHANGCHUN FAW SIHUAN AUTOMOBILE CO.,LTD.",C75,251010,吉林省长春市普阳街3505号
600743,湖北幸福实业股份有限公司,"HUBEI XINGFU INDUSTRY CO.,LTD.",M,551010,湖北省潜江市张金镇幸福北路1号
600744,湖南华银电力股份有限公司,"HUNAN HUAYIN ELECTRIC POWER CO.,LTD.",D01,551010,湖南省长沙市芙蓉南路308号
600745,湖北天华股份有限公司,"HUBEI TIANHUA (HOLDING) CO.,LTD.",C13,452030,湖北省黄石市团城山6号小区
